"rid","rca_id"
701653673,4974
701654000,4974
701654558,4974
701654658,4974
701653088,4974
701656058,4974
701653049,4974
701653750,4974
701654882,4974
701654748,4974
701655121,4974
701654900,4974
701654761,4974
701654757,4974
701655563,4974
701654874,4974
701656068,4974
701654945,4974
701652934,4974
701654854,4974
701654810,4974
701654843,4974
701654701,4974
701656013,4974
701654985,4974
701654752,4974
701655186,4974
701655278,4974
701654985,6922
701653675,6922
701654757,6922
701656068,6922
701654761,6922
701654900,6922
701654558,6922
701654748,6922
701654843,6922
701654701,6922
701654000,6922
701653750,6922
701654882,6922
701656058,6922
701655121,6922
701654658,6922
701654752,6922
701656013,6922
701655186,6922
701654810,6922
701654854,6922
701654874,6922
701655563,6922
701655278,6922
701654945,6922
701654748,8995
701655121,8995
701656068,8995
701654945,8995
701654757,8995
701655563,8995
701655278,8995
701654985,8995
701654810,8995
701654000,8995
701654882,8995
701654874,8995
701653748,8995
701654854,8995
701654558,8995
701654752,8995
701654658,8995
701654900,8995
701654701,8995
701654761,8995
701656013,8995
701654843,8995
701656058,8995
701655186,8995
701654945,8983
701654900,8983
701655121,8983
701655563,8983
701654658,8983
701654558,8983
701654882,8983
701656068,8983
701654701,8983
701656058,8983
701654748,8983
701654854,8983
701654000,8983
701655186,8983
701656013,8983
701654761,8983
701654757,8983
701653750,8983
701655278,8983
701654874,8983
701654810,8983
701654985,8983
701654843,8983
701654752,8983
701654843,2922
701654810,2922
701654985,2922
701656058,2922
701654701,2922
701653750,2922
701655186,2922
701654752,2922
701654900,2922
701654757,2922
701653827,2922
701654854,2922
701654000,2922
701654945,2922
701655563,2922
701653675,2922
701654882,2922
701655278,2922
701654874,2922
701654658,2922
701656013,2922
701655121,2922
701656068,2922
701654748,2922
701654558,2922
701654761,2922
701654748,3802
701655121,3802
701654701,3802
701654757,3802
701656013,3802
701654945,3802
701656058,3802
701654874,3802
701654658,3802
701655186,3802
701654882,3802
701654761,3802
701654854,3802
701654985,3802
701654558,3802
701653750,3802
701654000,3802
701654843,3802
701653830,3802
701654900,3802
701656068,3802
701655278,3802
701655563,3802
701653675,3802
701654810,3802
701654752,3802
701654985,13180
701654752,13180
701654874,13180
701654945,13180
701656068,13180
701653972,13180
701656013,13180
701654854,13180
701654761,13180
701653893,13180
701654701,13180
701655186,13180
701654558,13180
701655563,13180
701655121,13180
701654748,13180
701654810,13180
701654658,13180
701654882,13180
701654757,13180
701656058,13180
701655278,13180
701654843,13180
701654900,13180
701653868,13180
701655563,13181
701654854,13181
701654748,13181
701654701,13181
701654757,13181
701655121,13181
701654985,13181
701656013,13181
701655278,13181
701654752,13181
701654843,13181
701653893,13181
701654900,13181
701654945,13181
701654761,13181
701654810,13181
701653972,13181
701654558,13181
701654882,13181
701655186,13181
701654658,13181
701656058,13181
701654874,13181
701656068,13181
701655186,13182
701654985,13182
701654757,13182
701654748,13182
701653972,13182
701654874,13182
701656068,13182
701654701,13182
701655563,13182
701656013,13182
701653894,13182
701654752,13182
701655121,13182
701656058,13182
701654658,13182
701654761,13182
701654945,13182
701654900,13182
701654882,13182
701654810,13182
701654843,13182
701654854,13182
701655278,13182
701654558,13182
701653893,11127
701654757,11127
701654874,11127
701655278,11127
701655186,11127
701654761,11127
701654658,11127
701656058,11127
701653868,11127
701654752,11127
701655121,11127
701654701,11127
701654985,11127
701654558,11127
701653972,11127
701656068,11127
701654843,11127
701654810,11127
701654945,11127
701654882,11127
701655563,11127
701656013,11127
701653915,11127
701654900,11127
701654748,11127
701654854,11127
701654757,9291
701654658,9291
701654874,9291
701654945,9291
701654843,9291
701656013,9291
701654810,9291
701654761,9291
701654900,9291
701656068,9291
701654752,9291
701653915,9291
701655278,9291
701654701,9291
701655563,9291
701654748,9291
701656058,9291
701654558,9291
701653972,9291
701654882,9291
701653868,9291
701655186,9291
701654985,9291
701653956,9291
701655121,9291
701653893,9291
701654854,9291
701655186,8057
701654985,8057
701654757,8057
701655563,8057
701654945,8057
701654752,8057
701654900,8057
701654882,8057
701654701,8057
701655121,8057
701654748,8057
701653675,8057
701654558,8057
701656068,8057
701656058,8057
701654658,8057
701654843,8057
701654874,8057
701654854,8057
701653750,8057
701654000,8057
701656013,8057
701654810,8057
701655278,8057
701654761,8057
701653827,8057
701653960,8057
701654761,13183
701654854,13183
701654874,13183
701654558,13183
701655121,13183
701654658,13183
701654701,13183
701654752,13183
701655563,13183
701654882,13183
701654985,13183
701654843,13183
701654810,13183
701654757,13183
701653972,13183
701656013,13183
701654748,13183
701654945,13183
701655278,13183
701656058,13183
701655186,13183
701654900,13183
701656068,13183
701655121,9707
701654658,9707
701654757,9707
701653675,9707
701654701,9707
701655186,9707
701654985,9707
701655278,9707
701654854,9707
701656068,9707
701654000,9707
701654558,9707
701655563,9707
701654882,9707
701653750,9707
701656013,9707
701654874,9707
701654843,9707
701654945,9707
701654752,9707
701654748,9707
701653977,9707
701656058,9707
701654810,9707
701654761,9707
701653827,9707
701654900,9707
701654558,2036
701654900,2036
701654945,2036
701656013,2036
701655278,2036
701656058,2036
701655186,2036
701654985,2036
701655121,2036
701654854,2036
701654882,2036
701654761,2036
701654843,2036
701654658,2036
701654000,2036
701654810,2036
701654752,2036
701655563,2036
701654757,2036
701656068,2036
701654701,2036
701654874,2036
701654748,2036
701654002,9707
701654069,9707
701654094,9707
701654900,6504
701654810,6504
701654761,6504
701654748,6504
701654882,6504
701654854,6504
701656068,6504
701654757,6504
701654752,6504
701654701,6504
701654843,6504
701655278,6504
701654131,6504
701653868,6504
701654874,6504
701654985,6504
701654558,6504
701655121,6504
701653972,6504
701654658,6504
701656058,6504
701656013,6504
701655563,6504
701653893,6504
701653915,6504
701654945,6504
701655186,6504
701654900,5700
701654164,5700
701656013,5700
701656058,5700
701654843,5700
701655186,5700
701654592,5700
701654810,5700
701654945,5700
701655563,5700
701655121,5700
701654985,5700
701654763,5700
701654280,5700
701656068,5700
701655278,5700
701654263,5700
701654900,3957
701654945,3957
701654761,3957
701654750,3957
701655121,3957
701654843,3957
701655278,3957
701656058,3957
701654810,3957
701654757,3957
701656068,3957
701654326,3957
701655186,3957
701656013,3957
701655563,3957
701654985,3957
701656013,4794
701655121,4794
701654757,4794
701655563,4794
701654900,4794
701654810,4794
701654945,4794
701654397,4794
701655186,4794
701654658,4794
701654679,4794
701654669,4794
701654843,4794
701656068,4794
701654748,4794
701654674,4794
701654854,4794
701654985,4794
701655278,4794
701656058,4794
701654701,4794
701654761,4794
701654882,4794
701654752,4794
701654874,4794
701654761,6321
701654882,6321
701656013,6321
701654810,6321
701654874,6321
701655186,6321
701655563,6321
701654900,6321
701654701,6321
701654658,6321
701654558,6321
701656058,6321
701654757,6321
701656068,6321
701654752,6321
701654945,6321
701655121,6321
701654748,6321
701655278,6321
701654843,6321
701654854,6321
701654985,6321
701654594,931
701655186,931
701656058,931
701654810,931
701654900,931
701654945,931
701656068,931
701654843,931
701654985,931
701654763,931
701655278,931
701656013,931
701655121,931
701655563,931
701654566,931
701654584,931
701654580,931
701654854,5702
701654900,5702
701654761,5702
701654660,5702
701655121,5702
701656068,5702
701654610,5702
701654882,5702
701654843,5702
701654748,5702
701655278,5702
701654945,5702
701654810,5702
701654752,5702
701655186,5702
701656013,5702
701654985,5702
701654874,5702
701655563,5702
701656058,5702
701654757,5702
701654701,5702
701656068,4249
701656013,4249
701654701,4249
701654658,4249
701655278,4249
701656058,4249
701654985,4249
701654752,4249
701654761,4249
701655186,4249
701655121,4249
701654882,4249
701655563,4249
701654900,4249
701654810,4249
701654945,4249
701654843,4249
701654748,4249
701654757,4249
701654854,4249
701654874,4249
701655186,4448
701654810,4448
701655121,4448
701654985,4448
701654752,4448
701654843,4448
701656068,4448
701654701,4448
701654874,4448
701656013,4448
701654748,4448
701654761,4448
701654757,4448
701655278,4448
701654945,4448
701654900,4448
701654854,4448
701656058,4448
701655563,4448
701654882,4448
701656013,33
701655278,33
701655186,33
701656068,33
701654874,33
701654900,33
701655563,33
701654882,33
701654810,33
701655121,33
701654985,33
701654757,33
701654854,33
701654843,33
701654748,33
701656058,33
701654752,33
701654702,33
701654761,33
701654945,33
701654761,13199
701654810,13199
701654752,13199
701654748,13199
701656058,13199
701655151,13199
701654714,13199
701654985,13199
701655278,13199
701654945,13199
701656068,13199
701655563,13199
701655121,13199
701654757,13199
701654900,13199
701656013,13199
701655198,13199
701655186,13199
701654874,13199
701654843,13199
701654757,4033
701654748,4033
701655278,4033
701656058,4033
701654758,4033
701654729,4033
701654985,4033
701655186,4033
701654945,4033
701655563,4033
701656068,4033
701654843,4033
701654761,4033
701654900,4033
701655121,4033
701654810,4033
701654752,4033
701656013,4033
701654752,5440
701655278,5440
701656068,5440
701654810,5440
701654758,5440
701655563,5440
701656058,5440
701654748,5440
701654743,5440
701656013,5440
701655121,5440
701655186,5440
701654900,5440
701654757,5440
701654945,5440
701654731,5440
701654843,5440
701654985,5440
701654761,5440
701655563,5931
701654843,5931
701654752,5931
701654985,5931
701656058,5931
701654743,5931
701654810,5931
701654761,5931
701654900,5931
701654758,5931
701656013,5931
701654748,5931
701655186,5931
701656068,5931
701655278,5931
701654945,5931
701654733,5931
701654757,5931
701655121,5931
701654810,932
701654900,932
701654945,932
701656013,932
701654761,932
701655186,932
701655563,932
701654843,932
701654752,932
701656058,932
701654985,932
701655121,932
701654736,932
701655278,932
701654757,932
701656068,932
701654757,5701
701654810,5701
701654743,5701
701656068,5701
701655186,5701
701655278,5701
701656058,5701
701654843,5701
701654761,5701
701656013,5701
701654748,5701
701655121,5701
701654752,5701
701654758,5701
701654900,5701
701655563,5701
701654985,5701
701654945,5701
701654985,6923
701654945,6923
701656013,6923
701654748,6923
701656068,6923
701655563,6923
701654757,6923
701655186,6923
701654843,6923
701655121,6923
701654752,6923
701654900,6923
701654761,6923
701655278,6923
701656058,6923
701654810,6923
701655186,5795
701654900,5795
701654843,5795
701655563,5795
701655278,5795
701655121,5795
701654757,5795
701656013,5795
701656058,5795
701654945,5795
701654985,5795
701654761,5795
701656068,5795
701654810,5795
701654752,5795
701655278,5796
701654985,5796
701654810,5796
701655186,5796
701655121,5796
701656013,5796
701656058,5796
701654843,5796
701655563,5796
701654900,5796
701654945,5796
701654757,5796
701654761,5796
701656068,5796
701654945,647
701655278,647
701656013,647
701656068,647
701654985,647
701655121,647
701654810,647
701655563,647
701654758,647
701655186,647
701654900,647
701656058,647
701654757,647
701654843,647
701654748,647
701654761,647
701654752,647
701655563,4447
701655278,4447
701655121,4447
701654810,4447
701656013,4447
701655186,4447
701654843,4447
701654985,4447
701656058,4447
701656068,4447
701654900,4447
701654945,4447
701654761,4447
701654985,8991
701655563,8991
701654900,8991
701656058,8991
701655278,8991
701654843,8991
701655121,8991
701654945,8991
701656013,8991
701654810,8991
701654763,8991
701656068,8991
701655186,8991
701655186,307
701655563,307
701654900,307
701655278,307
701654761,307
701654945,307
701654780,307
701654843,307
701654810,307
701655121,307
701656013,307
701654985,307
701656068,307
701656058,307
701654792,4970
701656058,4970
701655186,4970
701654810,4970
701655278,4970
701654761,4970
701654985,4970
701654780,4970
701654843,4970
701656068,4970
701656013,4970
701655121,4970
701654945,4970
701655563,4970
701654900,4970
701655186,4258
701656068,4258
701654945,4258
701656058,4258
701655278,4258
701656013,4258
701654900,4258
701654985,4258
701654843,4258
701655563,4258
701654810,4258
701655121,4258
701654985,5279
701654843,5279
701654900,5279
701655563,5279
701655278,5279
701656013,5279
701656068,5279
701654812,5279
701656058,5279
701655121,5279
701654945,5279
701655186,5279
701656058,9708
701655563,9708
701655121,9708
701654900,9708
701654843,9708
701656013,9708
701654945,9708
701655186,9708
701654985,9708
701656068,9708
701655278,9708
701656068,2927
701655121,2927
701655186,2927
701654844,2927
701656013,2927
701655278,2927
701655563,2927
701656058,2927
701654900,2927
701654985,2927
701654945,2927
701656058,5275
701656068,5275
701654874,5275
701654882,5275
701654748,5275
701654752,5275
701655186,5275
701654757,5275
701654945,5275
701654900,5275
701654985,5275
701654843,5275
701654854,5275
701655121,5275
701655278,5275
701654810,5275
701656013,5275
701655563,5275
701654761,5275
701655121,4032
701654857,4032
701654985,4032
701654902,4032
701655186,4032
701656068,4032
701655563,4032
701655278,4032
701654864,4032
701654945,4032
701656058,4032
701656013,4032
701655563,5274
701656058,5274
701655186,5274
701654985,5274
701654843,5274
701654945,5274
701655278,5274
701654900,5274
701654761,5274
701656013,5274
701654874,5274
701654810,5274
701654748,5274
701655121,5274
701654752,5274
701654757,5274
701656068,5274
701654757,10479
701655563,10479
701654874,10479
701654900,10479
701654810,10479
701654748,10479
701654752,10479
701655121,10479
701655278,10479
701654761,10479
701656058,10479
701656068,10479
701654945,10479
701655186,10479
701654843,10479
701656013,10479
701654985,10479
701654882,10479
701654900,3796
701656058,3796
701654945,3796
701654985,3796
701655121,3796
701656068,3796
701655278,3796
701655186,3796
701655563,3796
701656013,3796
701655563,6503
701654900,6503
701654985,6503
701654907,6503
701654843,6503
701654780,6503
701656058,6503
701654810,6503
701656013,6503
701656068,6503
701655186,6503
701655121,6503
701655278,6503
701654761,6503
701654945,6503
701655278,6497
701655186,6497
701654945,6497
701655121,6497
701654985,6497
701655563,6497
701656013,6497
701656068,6497
701656058,6497
701655186,4031
701655121,4031
701656013,4031
701654956,4031
701656058,4031
701655563,4031
701654985,4031
701656068,4031
701655278,4031
701654962,4031
701654958,4031
701654964,4031
701655278,29
701655563,29
701656058,29
701654985,29
701655121,29
701656068,29
701656013,29
701655186,29
701655121,11123
701655186,11123
701656068,11123
701654900,11123
701654945,11123
701655278,11123
701654843,11123
701654985,11123
701656013,11123
701654882,11123
701654752,11123
701654810,11123
701654757,11123
701654874,11123
701654748,11123
701656058,11123
701655020,11123
701655563,11123
701654761,11123
701655186,5930
701656068,5930
701656058,5930
701655034,5930
701656013,5930
701655121,5930
701655563,5930
701655278,5930
701655048,5930
701656068,3790
701655121,3790
701656013,3790
701656058,3790
701655186,3790
701655278,3790
701655563,3790
701656013,3956
701655563,3956
701656058,3956
701655186,3956
701655141,3956
701656068,3956
701655278,3956
701655186,930
701655563,930
701655278,930
701655147,930
701655141,930
701656013,930
701656068,930
701656058,930
701654810,13213
701654748,13213
701656068,13213
701654985,13213
701654843,13213
701654945,13213
701654757,13213
701656058,13213
701655186,13213
701654874,13213
701655151,13213
701655278,13213
701654761,13213
701655121,13213
701656013,13213
701655563,13213
701654752,13213
701654900,13213
701655154,930
701655242,5800
701655219,5800
701655241,5800
701655563,5800
701655173,5800
701656013,5800
701656068,5800
701656058,5800
701655222,5800
701655276,5800
701655176,930
701655278,5929
701655186,5929
701656058,5929
701656068,5929
701656013,5929
701655141,5929
701655563,5929
701655177,5929
701655180,930
701656068,32
701655191,32
701655190,32
701656058,32
701655278,32
701655563,32
701656013,32
701655183,32
701656068,9640
701656058,9640
701655563,9640
701655278,9640
701655186,9640
701656013,9640
701655194,5929
701655121,13215
701654757,13215
701654874,13215
701654985,13215
701654810,13215
701654945,13215
701655563,13215
701654900,13215
701655278,13215
701654748,13215
701654752,13215
701654843,13215
701656013,13215
701655151,13215
701655198,13215
701655186,13215
701656068,13215
701656058,13215
701654761,13215
701655200,32
701655276,8809
701655218,8809
701656013,8809
701656058,8809
701655563,8809
701656068,8809
701655219,8809
701655214,8809
701656013,13216
701656058,13216
701655563,13216
701655276,13216
701656068,13216
701655219,13216
701655222,13216
701655121,13217
701655151,13217
701656068,13217
701654900,13217
701654843,13217
701655186,13217
701654874,13217
701654752,13217
701655563,13217
701654985,13217
701654810,13217
701654757,13217
701656013,13217
701656058,13217
701655225,13217
701654945,13217
701655278,13217
701654761,13217
701654748,13217
701655222,3474
701655219,3474
701656013,3474
701656068,3474
701656058,3474
701655241,3474
701655276,3474
701655563,3474
701656013,8810
701655241,8810
701655256,8810
701656068,8810
701655219,8810
701655222,8810
701655563,8810
701655276,8810
701656058,8810
701655260,8810
701656060,5692
701655852,5692
701655269,5692
701656053,5692
701656068,5692
701655509,5692
701655559,5692
701655851,5692
701655477,5692
701656013,646
701656068,646
701655276,646
701656058,646
701655563,646
701656013,2812
701656058,2812
701655563,2812
701656068,2812
701655278,2812
701656068,13218
701656013,13218
701655278,13218
701654900,13218
701654748,13218
701656058,13218
701654761,13218
701654874,13218
701654810,13218
701655151,13218
701655186,13218
701655121,13218
701654757,13218
701655563,13218
701654985,13218
701654843,13218
701654945,13218
701654752,13218
701655225,13218
701655279,13218
701656068,13219
701655563,13219
701654757,13219
701655279,13219
701654874,13219
701654810,13219
701655301,13219
701654843,13219
701654748,13219
701654900,13219
701654761,13219
701656058,13219
701654752,13219
701655278,13219
701654985,13219
701655186,13219
701655121,13219
701655151,13219
701656013,13219
701654945,13219
701655225,13219
701654761,4263
701654810,4263
701656013,4263
701655563,4263
701655186,4263
701654757,4263
701656068,4263
701656058,4263
701655278,4263
701655151,4263
701654843,4263
701655225,4263
701654752,4263
701655353,4263
701654874,4263
701655279,4263
701655301,4263
701654900,4263
701654945,4263
701655121,4263
701654748,4263
701654985,4263
701656068,3797
701655457,3797
701655472,3797
701656053,3797
701655559,3797
701655509,3797
701655481,3797
701656060,3797
701655852,3797
701655851,3797
701656068,8016
701655509,8016
701656060,8016
701656053,8016
701655851,8016
701655852,8016
701655559,8016
701655852,10480
701655511,10480
701655559,10480
701655851,10480
701656060,10480
701656053,10480
701656068,10480
701655559,5926
701656068,5926
701655852,5926
701656053,5926
701656060,5926
701655851,5926
701656060,8017
701656053,8017
701655851,8017
701655560,8017
701655852,8017
701656068,8017
701656058,4262
701656068,4262
701655561,4262
701656013,4262
701656058,6327
701656068,6327
701656013,6327
701655563,6327
701655728,8017
701655747,8017
701655762,8017
701656060,5927
701655851,5927
701656068,5927
701656053,5927
701655852,5927
701655926,8017
701656015,5693
701656007,5693
701656001,5693
701656068,5693
701656058,5693
701655994,5693
701656068,3614
701656058,3614
701656013,3614
701656058,5925
701656068,5925
701656060,4963
701656068,4963
701656068,9826
701656076,6328
701656068,6328
701656060,6328
